,text,type
1463,others,0
1464,addition,0
1465,you,0
1466,relevant pharmacy regulator gphc psni psi,0
1467,high levels,0
1468,professional expertise,1
1469,stakeholders peers patients customers,0
1470,external local professionals,0
1471,a passion,0
1472,community pharmacy,0
1473,the best care,0
1474,our customers,0
1475,a love,0
1476,a teamcentred approach,0
1477,excellent knowledge,0
1478,pharmacy operations,0
1479,provisions,0
1480,national and local services  role model communication skills,0
1481,you,0
1482,excellent face,0
1483,interactions,0
1484,the varied needs,0
1485,customers,0
1486,patients,0
1487,a pharmacist,0
1488,us,0
1489,it,0
1490,you,0
1491,excellent customer,0
1492,patient,0
1493,medicine,0
1494,its listening,0
1495,others,0
1496,them,0
1497,your expert advice,0
1498,reassurance,0
1499,the pharmacy strategy,0
1500,expert care,0
1501,advice,0
1502,legal and ethical decisions,0
1503,the pharmacy,0
1504,building pharmacy capability,0
1505,store teams,0
1506,continual review,0
1507,audit observations,0
1508,risk assessment,0
1509,customer,0
1510,patient safety,0
1511,a range,0
1512,professional pharmacy servicessolid clinical skills,1
1513,experience,0
1514,dementia,0
1515,strong understanding,0
1516,cqc legislation,0
1517,all aspects,0
1518,service management,0
1519,budgets recruitmentretention,0
1520,staff supervisions discipliners,0
1521,audits,0
1522,passion,0
1523,enthusiasm,0
1524,care,0
1525,a hands,0
1526,approach  excellent communication,0
1527,interpersonal skills,1
1528,drives,0
1529,access,0
1530,car desirableamber mace,0
1531,a brand new opportunity,0
1532,an experienced nurse qualified deputy manager,0
1533,the team,0
1534,northampton,0
1535,this role,0
1536,an established provider,0
1537,care,0
1538,who,0
1539,training,0
1540,support,0
1541,you,0
1542,the team,0
1543,clinical deputy manager,0
1544,the support,0
1545,an experienced manager,1
1546,you,0
1547,you,0
1548,partnership,0
1549,the daytoday running,0
1550,the service,0
1551,the best level,0
1552,care,0
1553,all times,0
1554,residents,0
1555,you,0
1556,a new opportunity,0
1557,a real drive,0
1558,a forward thinking company,0
1559,who,0
1560,your career,0
1561,the perfect opportunity,0
1562,you,0
1563,the key qualities,0
1564,we,0
1565,what,0
1566,you,0
1567,successful  excellent communication skills,1
1568,a least 6 months experience,1
1569,a credit control or sales ledger environment,0
1570,team player,1
1571,it,0
1572,outstanding debts,0
1573,telephone and email  allocation,0
1574,payments,0
1575,direct debit,0
1576,reminder letters,0
1577,queries,0
1578,internal teams,0
1579,ad hoc duties nmc registered general nurseemergency care practitioner  msc advanced practice,0
1580,minimum 2 years experience,1
1581,band 8a,0
1582,independent nonmedical prescriber,0
1583,emergency,0
1584,advanced level,0
1585,ambulatory care,0
1586,excellent communication skills,1
1587,a multidisciplinary team,0
1588,this post,0
1589,the rehabilitation,0
1590,offenders,0
1591,it,0
1592,a submission,0
1593,disclosure,0
1594,the disclosure,0
1595,service,0
1596,crb,0
1597,any previous criminal convictions tier,0
1598,2 certificate,0
1599,sponsorshipthe urgent care centre,0
1600,an opportunity,0
1601,an experienced and committed individual,1
1602,the nurse,0
1603,led team,0
1604,this busy centre,0
1605,the emergency department,0
1606,return,0
1607,we,0
1608,you,0
1609,support,0
1610,development,0
1611,you,0
1612,high standards,0
1613,patientcentred care,0
1614,an autonomous urgent care practitioner,1
1615,the aim,0
1616,the advanced care practitioner post,0
1617,expert daily leadership,0
1618,support,0
1619,all levels,0
1620,staff,0
1621,the urgent care centre,0
1622,high quality patient care,0
1623,all times,0
1624,appropriate steps,0
1625,the case,0
1626,health education,0
1627,advice,0
1628,the delivery,0
1629,organisation,0
1630,teaching,0
1631,staff,0
1632,development,0
1633,activitiesprojects,0
1634,the provision,0
1635,delivery,0
1636,evidencebase practice,0
1637,assessment,0
1638,patients,0
1639,a range,0
1640,injuries,0
1641,major illnesses,0
1642,chest pain abdominal pain and respiratory conditions,0
1643,the post holder,0
1644,a front line advocate,0
1645,the urgent care centre,0
1646,people,0
1647,better use,0
1648,the nhs,0
1649,clinicians,0
1650,the best use,0
1651,their skills,0
1652,the modern nhs,0
1653,modern lifestyles,0
1654,the post holder,0
1655,the opportunity,0
1656,the emergency department,0
1657,emergency skills,1
1658,an equal opportunities,0
1659,employer,0
1660,we,0
1661,applications,0
1662,individuals,0
1663,who,0
1664,the guaranteed interview scheme,0
1665,your application,0
1666,you,0
1667,an exciting career opportunity,0
1668,a chance,0
1669,your professional journey,0
1670,you,0
1671,an nvq level,0
1672,pharmacy services,0
1673,previous experience,0
1674,a pharmacy advisor,0
1675,assistant,0
1676,us,0
1677,it,0
1678,experience,0
1679,knowledge,0
1680,people,0
1681,a genuine passion,1
1682,customer care,0
1683,who,0
1684,ambassadors,0
1685,healthcare,0
1686,our stores,0
1687,you,0
1688,the ability,0
1689,strong relationships,0
1690,patients,0
1691,your team,0
1692,individual customer needs,0
1693,your support,0
1694,advice,0
1695,you,0
1696,the ability,0
1697,patients,0
1698,confidence,0
1699,accuracy,0
1700,remaining customer,0
1701,our dispensaries,0
1702,you,0
1703,a medicines counter assistant nvq2 qualification,0
1704,you,0
1705,your development,0
1706,our training,0
1707,6 months,0
1708,us,0
1709,you,0
1710,your professional career,0
1711,we,0
1712,you,0
1713,both competency,0
1714,knowledge,0
1715,based nvq level 3 qcf qualification,0
1716,pharmacy services,0
1717,the gphc,0
1718,a pharmacy technician,0
1719,an accuracy,0
1720,pharmacy technician acpt role,0
1721,you,0
1722,your healthcare knowledge,0
1723,these qualifications,0
1724,your pay,0
1725,benefits,0
1726,thisexceptional patientcentred care,0
1727,the heart,0
1728,everything,0
1729,we,0
1730,a pharmacy advisor,0
1731,you,0
1732,part,0
1733,patients,0
1734,its everything,0
1735,the clear advice,0
1736,you,0
1737,them,0
1738,the wide ranges,0
1739,dispensing services,0
1740,we,0
1741,boots,0
1742,we,0
1743,pharmacy advisors,0
1744,a dispenser,0
1745,fantastic patient care,0
1746,a pharmacy advisor,0
1747,you,0
1748,the healthcare counter,0
1749,the dispensary,0
1750,the patients,0
1751,you,0
1752,a great opportunity,0
1753,your pharmacy career,0
1754,a difference,0
1755,the lives,0
1756,our patients,0
1757,you,0
1758,it,0
1759,different types,0
1760,pharmacies,0
1761,the uk,0
1762,patients,0
1763,the very best care,0
1764,attention,0
1765,the services,0
1766,we,0
1767,you,0
1768,healthy lifestyle advice,0
1769,health services,0
1770,our patients,0
1771,great conversations,0
1772,the technical aspects,0
1773,the supply,0
1774,medicines,0
1775,a fast paced environment,0
1776,you,0
1777,many different people,0
1778,a core member,0
1779,the pharmacy and healthcare team,0
1780,what,0
1781,you,0
1782,health advice,0
1783,focussed conversations,0
1784,our patients,0
1785,clear and accurate answers,0
1786,your duties,0
1787,tailoring conversations,0
1788,every customer,0
1789,they,0
1790,their healthcare,0
1791,the technical aspects,0
1792,the dispensary,0
1793,the safe supply,0
1794,medicines,0
1795,prescriptions,0
1796,legal and professional requirements,0
1797,guidance,0
1798,professional practice,0
1799,boots,0
1800,opportunities,0
1801,gps and practice teams,0
1802,services,0
1803,items,0
1804,efficient dispensary operations,0
1805,dispensing losses,0
1806,the role,0
1807,the nurse manager,0
1808,the clinical and professional responsibilities,0
1809,all agency workers,0
1810,the aim,0
1811,a nursing quality,0
1812,standards objectives criteria,0
1813,measurements,0
1814,nursing,0
1815,midwifery and domiciliary care,0
1816,that office systems,0
1817,the nursing professional development,0
1818,domiciliary care employment checks,0
1819,all times,0
1820,the compliance department,0
1821,employment procedures,0
1822,agency policies,0
1823,devise procedures,0
1824,the ongoing professional development,0
1825,nursing staff,0
1826,domiciliary care staff,0
1827,interviews,0
1828,all new healthcare assistants,0
1829,nursing  midwifery and domiciliary care staff,0
1830,ongoing individual performance individual behaviour,0
1831,complaints,0
1832,the nhs trusts,0
1833,local authorities,0
1834,key responsibilities,0
1835,accountabilities interviews,0
1836,conduct,0
1837,interviews,0
1838,accordance,0
1839,the agencies policies,0
1840,procedures,0
1841,a written record,0
1842,the interview,0
1843,the candidate,0
1844,the competency,0
1845,suitability,0
1846,the candidate,0
1847,the interview,0
1848,recommendation,0
1849,the suitable,0
1850,the candidate,0
1851,them,0
1852,their role,0
1853,they,0
1854,the competency,0
1855,the candidates,0
1856,assess,0
1857,the type,0
1858,work,0
1859,the potential assignment evidence,0
1860,the candidates,0
1861,mathematics,0
1862,them,0
1863,their role,0
1864,the candidates,0
1865,history,0
1866,additional cv,0
1867,relevant employment history,0
1868,any unexplained gaps appraisal,0
1869,annual appraisals,0
1870,both nursing staff,0
1871,domiciliary care staff,0
1872,accordance,0
1873,agencys policy,0
1874,procedures,0
1875,the candidates,0
1876,their performance standards,0
1877,practice,0
1878,any issues,0
1879,trust clients,0
1880,service users,0
1881,their first 6 or 12 months,0
1882,their date,0
1883,recruitment complaints,0
1884,accordance,0
1885,the agencys policy,0
1886,procedures,0
1887,the nurse manager,0
1888,the managing,0
1889,all complaints,0
1890,relation,0
1891,both nursing staff,0
1892,domiciliary care staff,0
1893,the agency nurse manager,0
1894,the nature,0
1895,the unsatisfactory performance,0
1896,the candidate,0
1897,part,0
1898,unsatisfactory performance,0
1899,you,0
1900,advanced specialist neonatal nursing care undertake staff appraisals attendance management,0
1901,other operational management and clinical duties,0
1902,you,0
1903,the current sisterscharge nurses,0
1904,the ward manager,0
1905,we,0
1906,the highest standards,0
1907,care,0
1908,all times,0
1909,you,0
1910,the knowledge skills,0
1911,experience,1
1912,this position,0
1913,you,0
1914,the units,0
1915,development,0
1916,a keen interest,0
1917,the development,0
1918,others,0
1919,ongoing professional development,0
1920,evidencebased practice,0
1921,this post,0
1922,a positive approach,0
1923,change,0
1924,the ability,0
1925,support,0
1926,others,0
1927,the neonate,0
1928,their family,0
1929,the centre,0
1930,everything,0
1931,we,0
1932,ways,0
1933,you,0
1934,a team,0
1935,excellence,0
1936,neonatal care,0
1937,a rewarding career,0
1938,us,0
1939,we,0
1940,pride,0
1941,a partner organisation,0
1942,the yorkshire,0
1943,humber clinical research network,0
1944,research activity,0
1945,part,0
1946,the services,0
1947,we,0
1948,we,0
1949,research projects,0
1950,all specialties,0
1951,evidence,0
1952,local and national practice applicants,0
1953,who,0
1954,tier 2 immigration status,0
1955,the uk,0
1956,such candidates,0
1957,the post,0
1958,a sufficient number,0
1959,other suitable candidates,0
1960,the employing body,0
1961,those circumstances,0
1962,the resident labour market test,0
1963,ukbi,0
1964,view,0
1965,recent changes,0
1966,home office immigration regulations,0
1967,all applicants,0
1968,their current immigration status,0
1969,all job offers,0
1970,agenda,0
1971,change tcs,0
1972,medical posts,0
1973,offers,0
1974,a standard or enhanced disclosure,0
1975,service certificate,0
1976,the position,0
1977,its responsibility,0
1978,the safeguarding,0
1979,children,0
1980,vulnerable adults,0
1981,each member,0
1982,staff,0
1983,the hdft policy procedures,0
1984,strategies,0
1985,this post,0
1986,the rehabilitation,0
1987,offenders,0
1988,it,0
1989,a submission,0
1990,disclosure,0
1991,the disclosure,0
1992,service,0
1993,crb,0
1994,any previous criminal convictions tier,0
1995,2 certificate,0
1996,sponsorship applications,0
1997,job seekers,0
1998,who,0
1999,tier 2 sponsorship,0
2000,the uk,0
2001,all other applications,0
2002,candidates,0
2003,a post,0
2004,a suitably qualified experienced and skilled eueea candidate,1
2005,the post,0
2006,the employing body,0
2007,these circumstances,0
2008,the uk visas and immigration department,0
2009,employers,0
2010,this test,0
2011,no suitably qualified eea,0
2012,eu worker,0
2013,the post,0
2014,further information,0
2015,the uk visas and immigration website,0
2016,6 april 2017 tier 2 skilled worker applicants,0
2017,entry clearance,0
2018,the uk,0
2019,a criminal record certificate,0
2020,each country,0
2021,they,0
2022,12 months,0
2023,the past 10 years,0
2024,adult dependants,0
2025,this requirement guidance,0
2026,criminal records checks,0
2027,overseas applicants,0
2028,registration applicants,0
2029,current uk professional registration,0
2030,further information,0
2031,overseasyoull,0
2032,experience,0
2033,a similar role,0
2034,a kitchen care,0
2035,the ability,0
2036,a high standard,0
2037,variable and nutritious meals,0
2038,the day,0
2039,this role,0
2040,other kitchen team members,0
2041,part,0
2042,your role,0
2043,you,0
2044,us,0
2045,a happy safe and engaging environment,0
2046,all staff,0
2047,residents,0
2048,previous experience,1
2049,desirable but not essential  full training,0
2050,anyone,0
2051,our teamhere,0
2052,care,0
2053,we,0
2054,opportunities,0
2055,kitchen assistants,0
2056,us,0
2057,west sussex,0
2058,rh20,0
2059,hour,0
2060,flexible working times  630am,0
2061,230 pm,0
2062,800am,0
2063,this role,0
2064,some weekends,0
2065,some bank holiday,0
2066,this role,0
2067,you,0
2068,the chef,0
2069,assistant chef,0
2070,the smooth running,0
2071,the homes kitchen,0
2072,our residents,0
2073,an enjoyable dining experience duties,0
2074,the preparation,0
2075,residents,0
2076,meals,0
2077,the kitchen and dining room areas,0
2078,an already experienced manager  good track record,1
2079,cqc  excellent communication skills,1
2080,passionate individual,1
2081,who,0
2082,a genuine interest,0
2083,the residents,0
2084,will  experience,0
2085,managing nursing homes,0
2086,previous employers,0
2087,cqc,0
2088,the right,0
2089,the uk,0
2090,a clean dbsapplicants,0
2091,improving diabetes,0
2092,patients,0
2093,a minimum,0
2094,2 years,0
2095,post registration experience,1
2096,rgn level 1 minimum 2 years post registration,1
2097,knowledge,0
2098,practice,0
2099,diabetes,0
2100,inpatients,0
2101,outpatients,0
2102,evidence,0
2103,people,0
2104,diabetes,0
2105,understanding,0
2106,the national service framework,0
2107,diabetes,0
2108,this post,0
2109,the rehabilitation,0
2110,offenders,0
2111,it,0
2112,a submission,0
2113,disclosure,0
2114,the disclosure,0
2115,service,0
2116,crb,0
2117,any previous criminal convictions tier,0
2118,2 certificate,0
2119,sponsorshipthe diabetes service,0
2120,icht,0
2121,a comprehensive acute service,0
2122,outpatient clinics,0
2123,antenatal care insulin pump therapy,0
2124,continuous glucose monitoring type 1 diabetes,0
2125,education,0
2126,type 1 diabetes transition clinic,0
2127,young adults,0
2128,specialist foot care,0
2129,lipids and complex type 2 diabetes,0
2130,obesity liver,0
2131,hiv,0
2132,addition,0
2133,part,0
2134,the mdt,0
2135,these clinics,0
2136,specialist nurses,0
2137,their own clinic lists,0
2138,support,0
2139,patients,0
2140,needed postholders,0
2141,patients,0
2142,diabetes,0
2143,inpatient wards,0
2144,elective and nonelective patients,0
2145,an ereferral system,0
2146,timely discharges,0
2147,links,0
2148,community diabetes teams,0
2149,the dsn,0
2150,a significant role,0
2151,patientcarer and staff education,0
2152,the postholder,0
2153,the other sites,0
2154,the event,0
2155,an emergency,0
2156,1 site,0
2157,the trustnhs blackburn,0
2158,darwen district nursing team,0
2159,an enthusiastic and motivated person,0
2160,our existing team,0
2161,we,0
2162,motivated individuals,1
2163,experience,1
2164,people,0
2165,the community,0
2166,work,0
2167,a care related field,0
2168,equivalent level,0
2169,knowledge,0
2170,part,0
2171,a multidisciplinary team,0
2172,the applicant,0
2173,excellent interpersonal and communication skills,1
2174,experience,0
2175,line,0
2176,the personal specification,0
2177,a 7 day,0
2178,rota full dbs,0
2179,this post,0
2180,a current clean driving licence,0
2181,a carer,0
2182,hc,0
2183,you,0
2184,kindness,0
2185,it,0
2186,every aspect,0
2187,our dementia nursing residential and specialist care homes,0
2188,every single person,0
2189,who,0
2190,our residents,0
2191,people,0
2192,them,0
2193,their own stories,0
2194,us,0
2195,you,0
2196,a wonderful opportunity,0
2197,something,0
2198,those people,0
2199,an enthusiastic and committed care assistant,1
2200,the team,0
2201,our care,0
2202,long or shortterm care,0
2203,convalescence respite,0
2204,palliative care,0
2205,our focus,0
2206,the highest quality service,0
2207,all times,0
2208,a carer,0
2209,the guidance,0
2210,a registered nurse,0
2211,responsibility,0
2212,the physical and emotional well being and social needs,0
2213,our residents,0
2214,residents,0
2215,personal care activities,0
2216,personal hygiene,0
2217,dressing,0
2218,meals,0
2219,a level,0
2220,care,0
2221,the heart,0
2222,our residents,0
2223,their dignity,0
2224,sense,0
2225,individuality,0
2226,you,0
2227,general activities,0
2228,the care,0
2229,you,0
2230,someone,0
2231,limited mobility,0
2232,an aid,0
2233,emotional support,0
2234,a confused or distressed resident,0
2235,care,0
2236,someone,0
2237,the end,0
2238,their life,0
2239,you,0
2240,their wellbeing,0
2241,mind,0
2242,anything,0
2243,else,0
2244,the right,0
2245,the uk,0
2246,at least 3 months previous paid experience,1
2247,a care environment,0
2248,the uk,0
2249,the last 3 years,0
2250,contact details,0
2251,your current workplace,0
2252,a manager,0
2253,who,0
2254,your clinical ability,0
2255,all employments,0
2256,the past 3 years,0
2257,a certificate,0
2258,your participation,0
2259,a practical moving,0
2260,course,0
2261,the last 12 months,0
2262,a practical moving,0
2263,course,0
2264,newcross,0
2265,you,0
2266,access,0
2267,later ipad,0
2268,ipod touch,0
2269,ios,0
2270,device,0
2271,a 43 operating system,0
2272,internet access,0
2273,your rota,0
2274,our homecare app,0
2275,access,0
2276,your own vehicle,0
2277,a complex healthcare assistant,0
2278,you,0
2279,our service users,0
2280,the highest quality care,0
2281,support,0
2282,a variety,0
2283,different tasks,0
2284,personal care clinical requirements medication support,0
2285,peg care social integration activities,0
2286,any additional tasks,0
2287,we,0
2288,an enthusiastic highly motivated and experienced healthcare assistant,1
2289,our specialist palliative care inpatient unit,0
2290,you,0
2291,excellent communication,1
2292,organisational skills,1
2293,the ability,0
2294,part,0
2295,a team experience,0
2296,palliative care,0
2297,a passion,0
2298,learning,0
2299,holistic approach,0
2300,patient centred care,0
2301,you,0
2302,at least nvq level,0
2303,you,0
2304,a range,0
2305,shifts,0
2306,24 hours,0
2307,rotation,0
2308,daysnights,0
2309,3 shifts,0
2310,a 24hour period 7 days,0
2311,we,0
2312,an experienced dynamic occupational therapist,1
2313,specialist knowledge,1
2314,skills,0
2315,neurology,0
2316,you,0
2317,excellent communication skills,1
2318,experience,0
2319,skills,0
2320,training,0
2321,other staff,0
2322,you,0
2323,the challenges,0
2324,this complex client group,0
2325,the ability,0
2326,part,0
2327,a closeknit interdisciplinary team,0
2328,a commitment,0
2329,the post,0
2330,part,0
2331,the neurology team,0
2332,an interdisciplinary team,0
2333,an acute rehabilitation service,0
2334,adults,0
2335,neurological conditions,0
2336,royal hospital,0
2337,you,0
2338,the clinical specialist physiotherapist,0
2339,band,0
2340,6 neurology senior physiotherapists,0
2341,we,0
2342,you,0
2343,the chance,0
2344,part,0
2345,a dynamic supportive team,0
2346,the opportunity,0
2347,the service,0
2348,good career,0
2349,professional development,0
2350,the trust,0
2351,a safeguarding employer,0
2352,the safeguarding,0
2353,promotion,0
2354,welfare,0
2355,children,0
2356,young people,0
2357,vulnerable adults,0
2358,staff,0
2359,volunteers,0
2360,this commitment,0
2361,the trust,0
2362,safe recruitment practices,0
2363,children,0
2364,vulnerable adults,0
2365,any appointment,0
2366,satisfactory clearance,0
2367,part,0
2368,the organisations commitment,0
2369,safer recruitment candidates,0
2370,copies,0
2371,relevant policies,0
2372,procedures,0
2373,the recruitment team,0
2374,email address,0
2375,a highly motivated and experienced individual,1
2376,a commitment,0
2377,enthusiasm,1
2378,quality nursing care,0
2379,a positive patient experience,0
2380,you,0
2381,excellent communication,1
2382,the ability,0
2383,a team,0
2384,a busy and challenging environment,0
2385,both rewarding and exciting  current registration,0
2386,the nmc,0
2387,enb,0
2388,equivalentbsc hons emergency nursing,0
2389,relevant ae nursing experience,1
2390,mentorship course,0
2391,this post,0
2392,the rehabilitation,0
2393,offenders,0
2394,it,0
2395,a submission,0
2396,disclosure,0
2397,the disclosure,0
2398,service,0
2399,crb,0
2400,any previous criminal convictions tier 2 certificate,0
2401,employee care,0
2402,we,0
2403,all applicants,0
2404,some form,0
2405,notificationdecision,0
2406,the application process,0
2407,your application details,0
2408,the majority,0
2409,correspondence,0
2410,digitally email,0
2411,text,0
2412,we,0
2413,the right,0
2414,vacancies,0
2415,it,0
2416,a sufficient number,0
2417,applications,0
2418,equality  diversity,0
2419,inclusion bedford,0
2420,not the most cosmopolitan town,0
2421,the uk,0
2422,over 50 different ethnic groups,0
2423,we,0
2424,an advocate,0
2425,diversity,0
2426,our community,0
2427,we,0
2428,applications,0
2429,bame groups,0
2430,a nurse,0
2431,the appropriate governing body,0
2432,you,0
2433,the qualifications,0
2434,experience,0
2435,your registration,0
2436,nmc,0
2437,you,0
2438,postregistration experience,1
2439,us,0
2440,you,0
2441,people,0
2442,you,0
2443,the time,0
2444,each patients,0
2445,individual attention,0
2446,they,0
2447,you,0
2448,the type,0
2449,care,0
2450,a talented nurse,1
2451,you,0
2452,an excellent communicator,1
2453,team worker,1
2454,part,0
2455,the hospital team,0
2456,you,0
2457,practitioners,0
2458,other departments,0
2459,you,0
2460,the importance,0
2461,continuity,0
2462,patient care,0
2463,an exciting opportunity,0
2464,a suitably motivated band 5 nurses,0
2465,part,0
2466,the royal gwent hospitals,0
2467,coronary care unit nursing team,0
2468,the successful applicant,0
2469,the planning,0
2470,delivery,0
2471,acute nursing care,0
2472,a wide variety,0
2473,patients,0
2474,their families,0
2475,coronary care,0
2476,a change,0
2477,direction,0
2478,their career,0
2479,the posts,0
2480,a structured educational programme,0
2481,their professional development,0
2482,the coronary care unit,0
2483,the post holders,0
2484,d3w,0
2485,internal rotation,0
2486,telemetry nurses,0
2487,ccud3w,0
2488,rotation,0
2489,our cardiac day unit,0
2490,other cardiology wards,0
2491,departments,0
2492,experience,0
2493,objectives,0
2494,their annual appraisal,0
2495,the ability,0
2496,welsh,0
2497,english speakers,1
2498,this post,0
2499,the rehabilitation,0
2500,offenders,0
2501,it,0
2502,a submission,0
2503,disclosure,0
2504,the disclosure,0
2505,service,0
2506,crb,0
2507,any previous criminal convictions,0
2508,at least three years multisite management,1
2509,residential care homes,0
2510,thorough knowledge,0
2511,cqc regulations,0
2512,standards,0
2513,valid nursing pin,1
2514,this role,0
2515,dementia care services,0
2516,licence,0
2517,access,0
2518,vehicleamber mace,0
2519,an exciting new opportunity,0
2520,a number,0
2521,care and support services,0
2522,kent and south east london,0
2523,our client,0
2524,a dynamic and proactive regional care manager,1
2525,support,0
2526,these services,0
2527,my client,0
2528,an excellent charitable organisation,0
2529,themselves,0
2530,exceptional personcentred care,0
2531,you,0
2532,operational support,0
2533,our home managers,0
2534,occupancy,0
2535,cqc standards,0
2536,budgets,0
2537,the operation,0
2538,residential and nursing services,0
2539,kent,0
2540,south east,0
2541,london,0
2542,care standards,0
2543,cqc standards,0
2544,regulations,0
2545,effective performance management,0
2546,the strategic development,0
2547,the organisation,0
2548,you,0
2549,a new challenge,0
2550,you,0
2551,a specialist centre,0
2552,you,0
2553,time,0
2554,high quality care,0
2555,service expansion,0
2556,we,0
2557,enthusiastic and passionate registered nurses,1
2558,varying experience,0
2559,our bank care service,0
2560,our bank team,0
2561,a great way,0
2562,a flexible way,0
2563,your lifestyle,0
2564,our ambition,0
2565,all children,0
2566,brain injury,0
2567,neurodisability,0
2568,the opportunity,0
2569,the best life,0
2570,our existing shift patterns,0
2571,rotational day evening,0
2572,night shifts,0
2573,you,0
2574,an outstanding service,0
2575,the children,0
2576,families,0
2577,we,0
2578,you,0
2579,our unique services,0
2580,intensive rehabilitation step,0
2581,hospital,0
2582,home,0
2583,continuing care longterm ventilation,0
2584,short breaks,0
2585,our residential houses,0
2586,the childrens trust school,0
2587,each service,0
2588,your professional skillset,0
2589,availability,0
2590,the childrens trust,0
2591,this role,0
2592,us,0
2593,we,0
2594,an excellent service,0
2595,our patients,0
2596,we,0
2597,our staff,0
2598,they,0
2599,we,0
2600,great team work,0
2601,pride,0
2602,what,0
2603,we,0
2604,patients,0
2605,we,0
2606,a great place,0
2607,the south cost,0
2608,award winning beaches,0
2609,beautiful viewsyou,0
2610,junior and senior physiotherapists occupational therapists,0
2611,therapy assistants,0
2612,specialist therapy services,0
2613,patient pathways,0
2614,you,0
2615,support,0
2616,physio,0
2617,therapy,0
2618,clinical,0
2619,you,0
2620,experience,0
2621,a wide range,0
2622,ward based and respiratory skills,0
2623,care,0
2624,a diverse patient population,0
2625,you,0
2626,part,0
2627,a team,0
2628,well developed communication,1
2629,interpersonal skills,1
2630,you,0
2631,the team,0
2632,the training,0
2633,development,0
2634,junior staff,0
2635,call rota,0
2636,we,0
2637,ongoing individual professional training,0
2638,development,0
2639,holistic care,0
2640,our patients,0
2641,a requirement,0
2642,participation,0
2643,calls,0
2644,twilight shifts,0
2645,a weekend,0
2646,rota,0
2647,our ideal candidate,0
2648,previous experience,0
2649,service users,0
2650,physical or learning disabilities,0
2651,the right,0
2652,the uk,0
2653,previous experience,0
2654,at least 3 months,0
2655,a similar care environment,0
2656,course,0
2657,certificate,0
2658,you,0
2659,a course,0
2660,newcross healthcare  access,0
2661,a smartphone,0
2662,internet access,0
2663,your timesheets,0
2664,online rota,0
2665,payslips,0
2666,our app,0
2667,access,0
2668,your own vehicle,0
2669,independent living,0
2670,personcentred care,0
2671,the development,0
2672,daily living activities,0
2673,tasks,0
2674,the development,0
2675,new skills,0
2676,strong relationships,0
2677,service users family members,0
2678,new friendships,0
2679,encourage,0
2680,integration,0
2681,participation,0
2682,the local community,0
2683,we,0
2684,you,0
2685,your application form,0
2686,we,0
2687,a high level,0
2688,interest,0
2689,the post,0
2690,it,0
2691,earlyour focus,0
2692,our colleagues,0
2693,the organisation,0
2694,services,0
2695,the highest quality,0
2696,we,0
2697,local strategies,0
2698,integrated placebased services,0
2699,partnership,0
2700,primary care social care,0
2701,other health and care providers,0
2702,we,0
2703,no job applicant,0
2704,employee,0
2705,less favourable treatment,0
2706,the grounds,0
2707,age disability gender reassignment marriage,0
2708,civil partnership pregnancy,0
2709,maternity race religion,0
2710,sex,0
2711,sexual orientation,0
2712,requirements,0
2713,we,0
2714,all disabled applicants,0
2715,who,0
2716,the minimum criteria,0
2717,a job vacancy,0
2718,them,0
2719,their abilities,0
2720,job shares,0
2721,all posts,0
2722,an ambitious individual,0
2723,who,0
2724,part,0
2725,the adult speech,0
2726,language therapy team,0
2727,the next steps,0
2728,great community services,0
2729,everything,0
2730,we,0
2731,our aim,0
2732,quality,0
2733,you,0
2734,us,0
2735,3400 colleagues,0
2736,our mission,0
2737,local health,0
2738,the communities,0
2739,we,0
2740,care,0
2741,home,0
2742,clinics health centres,0
2743,patients,0
2744,homes,0
2745,addition,0
2746,our core services,0
2747,support,0
2748,adults,0
2749,acquired communication difficulties,0
2750,dysphagia,0
2751,we,0
2752,a joint voice clinic,0
2753,the ent consultant,0
2754,the acute medical unit,0
2755,previous experience,0
2756,an acute setting,0
2757,the ideal candidate,0
2758,excellent communication skills,0
2759,good knowledge,0
2760,medical terminology referrals,0
2761,clinical systems,0
2762,emis web,0
2763,the current team,0
2764,a good work life balance,0
2765,importantwhittington health nhs trust,0
2766,a good overall inspection,0
2767,the cqc,0
2768,october,0
2769,our services,0
2770,wellled leadership,0
2771,inspection,0
2772,management,0
2773,the full report,0
2774,the trusts,0
2775,children,0
2776,adults,0
2777,policies procedures,0
2778,protocols,0
2779,all individual members,0
2780,staff,0
2781,a duty,0
2782,the welfare,0
2783,children,0
2784,young people,0
2785,vulnerable adults,0
2786,you,0
2787,you,0
2788,the london child protection procedures,0
2789,protocols,0
2790,the welfare,0
2791,children,0
2792,young people,0
2793,you,0
2794,the london multi agency,0
2795,vulnerable adults pan london procedures,0
2796,you,0
2797,local protocols,0
2798,systems,0
2799,information,0
2800,the appropriate contact numbers,0
2801,reporting lines,0
2802,required training,0
2803,supervision,0
2804,required professional boundaries,0
2805,codes,0
2806,conduct,0
2807,further information,0
2808,a visit,0
2809,contact melissa,0
2810,us,0
2811,sonographer,0
2812,email,0
2813,email address,0
2814,1 closing dates,0
2815,a guide,0
2816,we,0
2817,our right,0
2818,adverts,0
2819,you,0
2820,your application,0
2821,delay,0
2822,you,0
2823,us,0
2824,the closing date,0
2825,the job,0
2826,you,0
2827,interview,0
2828,your require,0
2829,your application,0
2830,the appointing manager,0
2831,the body,0
2832,the advert,0
2833,your emails,0
2834,all correspondence,0
